rep	case	h2	env	nc	nc_Tm	POP	LAT	LONG
T45	C1	cell-0	env-0.0	-0.175887	-0.0840655999999998	26	4	2
T45	C1	cell-0	env-0.0	0.7521667	0.9580547	26	4	2
T45	C1	cell-0	env-0.0	2.6269217	2.831823	26	4	2
T45	C1	cell-0	env-0.0	0.8593739	1.1539007	26	4	2
T45	C1	cell-0	env-0.0	1.0734515	1.1508675	26	4	2
T45	C1	cell-0	env-0.0	0.7497528	1.1460644	26	4	2
T45	C1	cell-0	env-0.0	3.4848422	3.908648	26	4	2
T45	C1	cell-0	env-0.0	1.632912	1.8231857	26	4	2
T45	C1	cell-0	env-0.0	1.4844291	1.672552	26	4	2
T45	C1	cell-0	env-0.0	2.6962704	2.6733965	26	4	2
T45	C1	cell-0	env-0.0	1.7228493	2.02982	27	4	3
T45	C1	cell-0	env-0.0	1.9653845	2.2711006	27	4	3
T45	C1	cell-0	env-0.0	1.2770262	1.5760476	27	4	3
T45	C1	cell-0	env-0.0	0.8928653	0.9671779	27	4	3
T45	C1	cell-0	env-0.0	1.5282419	1.6275726	27	4	3
T45	C1	cell-0	env-0.0	0.3528918	0.7370742	27	4	3
T45	C1	cell-0	env-0.0	0.3034896	0.6039068	27	4	3
T45	C1	cell-0	env-0.0	0.473893	0.655045	27	4	3
T45	C1	cell-0	env-0.0	1.2210565	1.4080708	27	4	3
T45	C1	cell-0	env-0.0	0.3014127	0.3879728	27	4	3
T45	C1	cell-0	env-0.0	0.5763299	0.8870976	27	4	3
T45	C1	cell-0	env-0.0	-0.3972689	-0.436374200000001	27	4	3
T45	C1	cell-0	env-0.0	0.5967255	0.8902272	27	4	3
T45	C1	cell-0	env-0.0	2.7640078	2.9581989	27	4	3
T45	C1	cell-0	env-0.0	0.3854606	0.6733894	27	4	3
T45	C1	cell-0	env-0.0	0.4883497	0.5651861	27	4	3
T45	C1	cell-0	env-0.0	0.9222996	0.7975738	27	4	3
T45	C1	cell-0	env-0.0	2.3875948	2.5846618	27	4	3
T45	C1	cell-0	env-0.0	1.492854	1.7715289	27	4	3
T45	C1	cell-0	env-0.0	-0.2406321	-0.1564364	27	4	3
T45	C1	cell-0	env-0.0	-1.0426058	-0.5726832	28	4	4
T45	C1	cell-0	env-0.0	0.151367300000001	0.2203715	28	4	4
T45	C1	cell-0	env-0.0	1.0054543	1.4266649	28	4	4
T45	C1	cell-0	env-0.0	0.2544228	0.6419903	28	4	4
T45	C1	cell-0	env-0.0	0.5913666	0.579683	28	4	4
T45	C1	cell-0	env-0.0	1.7012515	2.4801758	28	4	4
T45	C1	cell-0	env-0.0	0.0907732000000001	0.272599	28	4	4
T45	C1	cell-0	env-0.0	1.042123	1.1328192	28	4	4
T45	C1	cell-0	env-0.0	-1.2958161	-0.8854212	28	4	4
T45	C1	cell-0	env-0.0	0.9617016	1.05037	28	4	4
T45	C1	cell-0	env-0.0	1.0172508	1.3114425	28	4	4
T45	C1	cell-0	env-0.0	-0.2040126	-0.0173228999999999	28	4	4
T45	C1	cell-0	env-0.0	0.911329	1.1048478	28	4	4
T45	C1	cell-0	env-0.0	0.7513916	1.0556077	28	4	4
T45	C1	cell-0	env-0.0	1.3152139	1.1910583	28	4	4
T45	C1	cell-0	env-0.0	0.7664825	1.2548779	28	4	4
T45	C1	cell-0	env-0.0	-0.6806515	-0.5070299	28	4	4
T45	C1	cell-0	env-0.0	-0.4143926	-0.216817	28	4	4
T45	C1	cell-0	env-0.0	1.1645486	1.2618271	28	4	4
T45	C1	cell-0	env-0.0	1.9553178	1.9326007	28	4	4
T45	C1	cell-0	env-0.0	0.7802564	1.072765	29	4	5
T45	C1	cell-0	env-0.0	2.6012427	3.0225073	29	4	5
T45	C1	cell-0	env-0.0	-0.1322934	-0.1596944	29	4	5
T45	C1	cell-0	env-0.0	-0.0635560999999998	0.441226	29	4	5
T45	C1	cell-0	env-0.0	-0.9843151	-0.701023200000001	29	4	5
T45	C1	cell-0	env-0.0	2.016824	2.1111454	29	4	5
T45	C1	cell-0	env-0.0	1.3631163	1.4618891	29	4	5
T45	C1	cell-0	env-0.0	1.1191833	1.3308489	29	4	5
T45	C1	cell-0	env-0.0	-0.6116618	-0.5252283	29	4	5
T45	C1	cell-0	env-0.0	0.4744615	0.5575475	29	4	5
T45	C1	cell-0	env-0.0	-0.2444227	-0.1629944	29	4	5
T45	C1	cell-0	env-0.0	2.8690557	3.0674677	29	4	5
T45	C1	cell-0	env-0.0	0.450432	0.8403476	29	4	5
T45	C1	cell-0	env-0.0	0.9796813	1.0720042	29	4	5
T45	C1	cell-0	env-0.0	0.4186976	0.6181349	29	4	5
T45	C1	cell-0	env-0.0	1.972412	2.188987	29	4	5
T45	C1	cell-0	env-0.0	0.9092054	1.1039289	29	4	5
T45	C1	cell-0	env-0.0	2.5664246	2.6569391	29	4	5
T45	C1	cell-0	env-0.0	0.6862177	0.9804546	29	4	5
T45	C1	cell-0	env-0.0	0.7960812	0.8766671	29	4	5
T45	C1	cell-0	env-0.0	0.3200978	0.4058783	30	5	0
T45	C1	cell-0	env-0.0	2.7190469	2.6159643	30	5	0
T45	C1	cell-0	env-0.0	0.2212493	0.2870725	30	5	0
T45	C1	cell-0	env-0.0	1.2923854	1.382265	30	5	0
T45	C1	cell-0	env-0.0	2.0339753	2.1300554	30	5	0
T45	C1	cell-0	env-0.0	1.3498428	1.7601171	30	5	0
T45	C1	cell-0	env-0.0	1.7804619	1.8855663	30	5	0
T45	C1	cell-0	env-0.0	1.5568426	1.6665077	30	5	0
T45	C1	cell-0	env-0.0	0.9151868	1.335776	30	5	0
T45	C1	cell-0	env-0.0	2.2857783	2.6075684	30	5	0
T45	C1	cell-0	env-0.0	2.0167442	2.2270787	30	5	0
T45	C1	cell-0	env-0.0	0.665042	0.6489493	30	5	0
T45	C1	cell-0	env-0.0	-0.3095311	-0.000633800000000184	30	5	0
T45	C1	cell-0	env-0.0	-1.216877	-1.1275626	30	5	0
T45	C1	cell-0	env-0.0	-0.6714236	-0.362165499999999	30	5	0
T45	C1	cell-0	env-0.0	-0.1189031	0.1814068	30	5	0
T45	C1	cell-0	env-0.0	0.6510889	0.6415322	30	5	0
T45	C1	cell-0	env-0.0	-0.7969657	-0.5935262	30	5	0
T45	C1	cell-0	env-0.0	-1.7551803	-1.3858251	30	5	0
T45	C1	cell-0	env-0.0	0.283114	0.1716642	30	5	0
T45	C1	cell-0	env-0.0	0.9355208	1.1300353	31	5	1
T45	C1	cell-0	env-0.0	0.3820426	0.4694276	31	5	1
T45	C1	cell-0	env-0.0	1.6032093	1.6789718	31	5	1
T45	C1	cell-0	env-0.0	0.3341267	0.6405145	31	5	1
T45	C1	cell-0	env-0.0	1.392804	1.4844857	31	5	1
T45	C1	cell-0	env-0.0	2.1899265	2.6071681	31	5	1
T45	C1	cell-0	env-0.0	0.0613490000000001	0.0547056999999999	31	5	1
T45	C1	cell-0	env-0.0	-0.0678125000000001	0.3375968	31	5	1
T45	C1	cell-0	env-0.0	0.3424258	0.4320288	31	5	1
T45	C1	cell-0	env-0.0	1.881261	2.3744577	31	5	1
T45	C1	cell-0	env-0.0	0.9335485	1.2342667	31	5	1
T45	C1	cell-0	env-0.0	0.3970292	0.5881195	31	5	1
T45	C1	cell-0	env-0.0	1.0497922	1.2496605	31	5	1
T45	C1	cell-0	env-0.0	-0.5107411	-0.6564339	31	5	1
T45	C1	cell-0	env-0.0	-1.2650744	-0.9561364	31	5	1
T45	C1	cell-0	env-0.0	1.2474856	1.5514065	31	5	1
T45	C1	cell-0	env-0.0	2.3241719	2.1931719	31	5	1
T45	C1	cell-0	env-0.0	0.6385521	0.8266512	31	5	1
T45	C1	cell-0	env-0.0	-0.9065379	-0.9374825	31	5	1
T45	C1	cell-0	env-0.0	-0.5428096	-0.5655258	31	5	1
T45	C1	cell-0	env-0.0	0.8322281	1.0287771	32	5	2
T45	C1	cell-0	env-0.0	1.1687317	1.4682958	32	5	2
T45	C1	cell-0	env-0.0	1.3502018	1.6513179	32	5	2
T45	C1	cell-0	env-0.0	0.4813555	0.3396541	32	5	2
T45	C1	cell-0	env-0.0	0.6980005	0.999667	32	5	2
T45	C1	cell-0	env-0.0	1.4578939	1.443189	32	5	2
T45	C1	cell-0	env-0.0	1.8453721	2.1453726	32	5	2
T45	C1	cell-0	env-0.0	1.437189	1.7568615	32	5	2
T45	C1	cell-0	env-0.0	0.2571195	0.3514199	32	5	2
T45	C1	cell-0	env-0.0	-1.0514993	-0.7742248	32	5	2
T45	C1	cell-0	env-0.0	-0.4435703	-0.1687665	32	5	2
T45	C1	cell-0	env-0.0	1.885126	2.0757106	32	5	2
T45	C1	cell-0	env-0.0	-0.0285375999999997	0.272127	32	5	2
T45	C1	cell-0	env-0.0	2.0518631	2.2458652	32	5	2
T45	C1	cell-0	env-0.0	1.9766762	2.0764001	32	5	2
T45	C1	cell-0	env-0.0	0.2665416	0.3490038	32	5	2
T45	C1	cell-0	env-0.0	1.4094039	1.7131487	32	5	2
T45	C1	cell-0	env-0.0	1.2644832	1.4673672	32	5	2
T45	C1	cell-0	env-0.0	1.9384229	2.0325589	32	5	2
T45	C1	cell-0	env-0.0	2.8833394	2.9706477	32	5	2
T45	C1	cell-0	env-0.0	0.3178068	0.3057371	33	5	3
T45	C1	cell-0	env-0.0	0.7733705	0.8737862	33	5	3
T45	C1	cell-0	env-0.0	0.9808856	1.0682292	33	5	3
T45	C1	cell-0	env-0.0	1.0813884	1.3797897	33	5	3
T45	C1	cell-0	env-0.0	-0.545461399999999	-0.2598278	33	5	3
T45	C1	cell-0	env-0.0	-0.1526425	0.0352434999999998	33	5	3
T45	C1	cell-0	env-0.0	1.237238	1.437713	33	5	3
T45	C1	cell-0	env-0.0	0.2759706	0.3417301	33	5	3
T45	C1	cell-0	env-0.0	-0.6040162	-0.3148943	33	5	3
T45	C1	cell-0	env-0.0	1.0379888	1.1133132	33	5	3
T45	C1	cell-0	env-0.0	0.0569528000000001	0.1625746	33	5	3
T45	C1	cell-0	env-0.0	2.1435364	2.1215193	33	5	3
T45	C1	cell-0	env-0.0	0.9052794	1.1109367	33	5	3
T45	C1	cell-0	env-0.0	1.4017958	1.4986762	33	5	3
T45	C1	cell-0	env-0.0	1.9239793	1.8041134	33	5	3
T45	C1	cell-0	env-0.0	1.5443722	1.3178738	33	5	3
T45	C1	cell-0	env-0.0	1.7384322	2.0275346	33	5	3
T45	C1	cell-0	env-0.0	0.258286399999999	0.5551229	33	5	3
T45	C1	cell-0	env-0.0	0.8455604	1.0403459	33	5	3
T45	C1	cell-0	env-0.0	0.4343215	0.6146849	33	5	3
T45	C1	cell-0	env-0.0	1.7273718	2.2464275	34	5	4
T45	C1	cell-0	env-0.0	2.0901726	2.2016858	34	5	4
T45	C1	cell-0	env-0.0	-0.4713653	-0.1918877	34	5	4
T45	C1	cell-0	env-0.0	1.3174294	1.7281542	34	5	4
T45	C1	cell-0	env-0.0	2.2192562	2.3074046	34	5	4
T45	C1	cell-0	env-0.0	0.4234409	0.7134273	34	5	4
T45	C1	cell-0	env-0.0	1.7424517	2.0134885	34	5	4
T45	C1	cell-0	env-0.0	0.9774442	1.1518193	34	5	4
T45	C1	cell-0	env-0.0	0.6353073	0.9245753	34	5	4
T45	C1	cell-0	env-0.0	-0.6044364	-0.5204988	34	5	4
T45	C1	cell-0	env-0.0	2.524725	2.6042875	34	5	4
T45	C1	cell-0	env-0.0	0.456600200000001	0.6640821	34	5	4
T45	C1	cell-0	env-0.0	-0.4336209	-0.2387703	34	5	4
T45	C1	cell-0	env-0.0	1.0354722	1.5472115	34	5	4
T45	C1	cell-0	env-0.0	0.00913090000000011	0.4918217	34	5	4
T45	C1	cell-0	env-0.0	0.2645733	0.5571881	34	5	4
T45	C1	cell-0	env-0.0	1.1733799	1.3628372	34	5	4
T45	C1	cell-0	env-0.0	0.4652812	0.429095	34	5	4
T45	C1	cell-0	env-0.0	2.0973975	2.302827	34	5	4
T45	C1	cell-0	env-0.0	2.2200353	2.6301018	34	5	4
T45	C1	cell-0	env-0.0	0.1140893	0.3816802	35	5	5
T45	C1	cell-0	env-0.0	1.8813553	2.089317	35	5	5
T45	C1	cell-0	env-0.0	0.6785197	0.9771794	35	5	5
T45	C1	cell-0	env-0.0	1.8958002	2.3153789	35	5	5
T45	C1	cell-0	env-0.0	0.2331879	0.2128537	35	5	5
T45	C1	cell-0	env-0.0	1.4588557	1.3395568	35	5	5
T45	C1	cell-0	env-0.0	1.2371225	1.435342	35	5	5
T45	C1	cell-0	env-0.0	0.9333116	1.4219705	35	5	5
T45	C1	cell-0	env-0.0	2.0747647	2.166632	35	5	5
T45	C1	cell-0	env-0.0	1.2664679	1.5654896	35	5	5
T45	C1	cell-0	env-0.0	1.3130812	1.7023094	35	5	5
T45	C1	cell-0	env-0.0	1.0006884	1.210604	35	5	5
T45	C1	cell-0	env-0.0	0.9757888	1.0686198	35	5	5
T45	C1	cell-0	env-0.0	-0.0669193999999999	0.0189235999999999	35	5	5
T45	C1	cell-0	env-0.0	0.857436	1.1582846	35	5	5
T45	C1	cell-0	env-0.0	1.4060632	2.0021494	35	5	5
T45	C1	cell-0	env-0.0	0.1485419	0.331692600000001	35	5	5
T45	C1	cell-0	env-0.0	1.4548249	1.557166	35	5	5
T45	C1	cell-0	env-0.0	2.3712924	2.6818804	35	5	5
T45	C1	cell-0	env-0.0	1.4436226	1.6356146	35	5	5
T46	C1	cell-0	env-0.0	-1.6219741	-1.6288921	0	0	0
T46	C1	cell-0	env-0.0	0.1560335	0.430489100000001	0	0	0
T46	C1	cell-0	env-0.0	-2.3290979	-2.0675273	0	0	0
T46	C1	cell-0	env-0.0	-0.9589994	-0.5565984	0	0	0
T46	C1	cell-0	env-0.0	-0.2426136	-0.0766748000000002	0	0	0
T46	C1	cell-0	env-0.0	-1.6835773	-1.4198889	0	0	0
T46	C1	cell-0	env-0.0	-1.8729537	-1.4871486	0	0	0
T46	C1	cell-0	env-0.0	-1.5615647	-1.2389968	0	0	0
T46	C1	cell-0	env-0.0	0.4679823	0.629531800000001	0	0	0
T46	C1	cell-0	env-0.0	1.8791261	2.164621	0	0	0
T46	C1	cell-0	env-0.0	-1.2587121	-1.3214787	0	0	0
T46	C1	cell-0	env-0.0	-0.0922712000000003	-0.1444494	0	0	0
T46	C1	cell-0	env-0.0	-0.1705792	0.124904399999999	0	0	0
T46	C1	cell-0	env-0.0	-1.172816	-0.976089900000001	0	0	0
T46	C1	cell-0	env-0.0	-2.7056342	-2.3249716	0	0	0
T46	C1	cell-0	env-0.0	0.0390243000000003	0.4465437	0	0	0
T46	C1	cell-0	env-0.0	-0.7837204	-0.5119303	0	0	0
T46	C1	cell-0	env-0.0	1.7712581	1.8284343	0	0	0
T46	C1	cell-0	env-0.0	-1.5267139	-1.2321956	0	0	0
T46	C1	cell-0	env-0.0	-0.7394881	-0.3460794	0	0	0
T46	C1	cell-0	env-0.0	0.9076824	1.1891985	1	0	1
T46	C1	cell-0	env-0.0	-0.4695393	-0.2907287	1	0	1
T46	C1	cell-0	env-0.0	-2.2877796	-1.9926062	1	0	1
T46	C1	cell-0	env-0.0	-0.9297839	-0.751200099999999	1	0	1
T46	C1	cell-0	env-0.0	-0.1855053	0.0782862999999999	1	0	1
T46	C1	cell-0	env-0.0	-1.6640873	-1.740755	1	0	1
T46	C1	cell-0	env-0.0	-0.5353418	-0.2626205	1	0	1
T46	C1	cell-0	env-0.0	0.3962751	0.6309892	1	0	1
T46	C1	cell-0	env-0.0	-1.9033143	-1.7329323	1	0	1
T46	C1	cell-0	env-0.0	0.757406299999999	0.9268864	1	0	1
T46	C1	cell-0	env-0.0	0.2978714	0.6667411	1	0	1
T46	C1	cell-0	env-0.0	-0.6050856	-0.211706900000001	1	0	1
T46	C1	cell-0	env-0.0	-1.980585	-1.5384865	1	0	1
T46	C1	cell-0	env-0.0	-0.4406915	-0.2797862	1	0	1
T46	C1	cell-0	env-0.0	1.0921715	1.4944266	1	0	1
T46	C1	cell-0	env-0.0	-1.0792878	-0.8003816	1	0	1
T46	C1	cell-0	env-0.0	-0.098478	0.1787211	1	0	1
T46	C1	cell-0	env-0.0	-0.5094143	-0.2043289	1	0	1
T46	C1	cell-0	env-0.0	1.1232169	1.4070914	1	0	1
T46	C1	cell-0	env-0.0	-0.9894533	-0.5925649	1	0	1
T46	C1	cell-0	env-0.0	-0.7011349	-0.4132865	2	0	2
T46	C1	cell-0	env-0.0	-0.781103	-0.60592	2	0	2
T46	C1	cell-0	env-0.0	-1.3150853	-1.1331735	2	0	2
T46	C1	cell-0	env-0.0	-1.6565488	-1.2603046	2	0	2
T46	C1	cell-0	env-0.0	-0.4053362	-0.1094669	2	0	2
T46	C1	cell-0	env-0.0	-1.8747801	-1.7074094	2	0	2
T46	C1	cell-0	env-0.0	0.6240647	1.0196074	2	0	2
T46	C1	cell-0	env-0.0	-2.0565276	-1.9111767	2	0	2
T46	C1	cell-0	env-0.0	0.4448476	0.667670999999999	2	0	2
T46	C1	cell-0	env-0.0	0.408701	0.4754434	2	0	2
T46	C1	cell-0	env-0.0	-1.7304402	-1.4102435	2	0	2
T46	C1	cell-0	env-0.0	-0.867488	-0.6027328	2	0	2
T46	C1	cell-0	env-0.0	0.3451967	0.5469473	2	0	2
T46	C1	cell-0	env-0.0	-0.7772593	-0.3352778	2	0	2
T46	C1	cell-0	env-0.0	-1.157882	-0.97716	2	0	2
T46	C1	cell-0	env-0.0	-0.5500427	-0.2911863	2	0	2
T46	C1	cell-0	env-0.0	0.3646044	0.415817399999999	2	0	2
T46	C1	cell-0	env-0.0	0.6474107	0.7253126	2	0	2
T46	C1	cell-0	env-0.0	-0.458380900000001	-0.3023529	2	0	2
T46	C1	cell-0	env-0.0	1.3857803	1.5090878	2	0	2
T46	C1	cell-0	env-0.0	-1.7893693	-1.5346746	3	0	3
T46	C1	cell-0	env-0.0	-1.1443093	-0.7785211	3	0	3
T46	C1	cell-0	env-0.0	-1.81092	-1.6256211	3	0	3
T46	C1	cell-0	env-0.0	-0.3512728	-0.2572446	3	0	3
T46	C1	cell-0	env-0.0	-1.4531159	-0.8943779	3	0	3
T46	C1	cell-0	env-0.0	-1.8954888	-1.6416425	3	0	3
T46	C1	cell-0	env-0.0	0.5902851	0.637925	3	0	3
T46	C1	cell-0	env-0.0	-0.2964314	0.00442660000000028	3	0	3
T46	C1	cell-0	env-0.0	-1.4158204	-0.9960506	3	0	3
T46	C1	cell-0	env-0.0	-1.4378615	-1.1514879	3	0	3
T46	C1	cell-0	env-0.0	-0.9659518	-0.7006423	3	0	3
T46	C1	cell-0	env-0.0	-0.8286576	-0.5352732	3	0	3
T46	C1	cell-0	env-0.0	-0.1912135	0.275808899999999	3	0	3
T46	C1	cell-0	env-0.0	-0.2766673	0.0249709999999998	3	0	3
T46	C1	cell-0	env-0.0	-0.1892441	0.1676506	3	0	3
T46	C1	cell-0	env-0.0	-0.6445179	-0.4402913	3	0	3
T46	C1	cell-0	env-0.0	0.00536619999999977	0.2968005	3	0	3
T46	C1	cell-0	env-0.0	-0.7920751	-0.6344304	3	0	3
T46	C1	cell-0	env-0.0	-0.8767279	-0.5199246	3	0	3
T46	C1	cell-0	env-0.0	-3.0608694	-2.7835433	3	0	3
T46	C1	cell-0	env-0.0	-0.0303730000000005	0.462569	4	0	4
T46	C1	cell-0	env-0.0	-0.4954594	-0.304495	4	0	4
T46	C1	cell-0	env-0.0	-0.815603	-0.5246318	4	0	4
T46	C1	cell-0	env-0.0	0.0776026999999999	0.4725701	4	0	4
T46	C1	cell-0	env-0.0	-1.976533	-1.6133856	4	0	4
T46	C1	cell-0	env-0.0	-2.797793	-2.606746	4	0	4
T46	C1	cell-0	env-0.0	-0.3070249	0.0576257999999997	4	0	4
T46	C1	cell-0	env-0.0	-2.5384517	-2.3629159	4	0	4
T46	C1	cell-0	env-0.0	-1.7736637	-1.3814096	4	0	4
T46	C1	cell-0	env-0.0	-0.7617887	-0.6004094	4	0	4
T46	C1	cell-0	env-0.0	0.531188	0.9418221	4	0	4
T46	C1	cell-0	env-0.0	-1.4542374	-1.1233036	4	0	4
T46	C1	cell-0	env-0.0	-1.097189	-0.92887	4	0	4
T46	C1	cell-0	env-0.0	-1.9885038	-1.898148	4	0	4
T46	C1	cell-0	env-0.0	-1.6838924	-1.5417139	4	0	4
T46	C1	cell-0	env-0.0	-1.9355812	-1.7715483	4	0	4
T46	C1	cell-0	env-0.0	0.3216454	0.6203418	4	0	4
T46	C1	cell-0	env-0.0	-1.7651798	-1.6289086	4	0	4
T46	C1	cell-0	env-0.0	-0.4768134	-0.1731982	4	0	4
T46	C1	cell-0	env-0.0	-1.0398973	-0.7477981	4	0	4
T46	C1	cell-0	env-0.0	0.5963272	0.813160600000001	5	0	5
T46	C1	cell-0	env-0.0	-1.9210999	-1.874618	5	0	5
T46	C1	cell-0	env-0.0	-1.3521403	-1.1620734	5	0	5
T46	C1	cell-0	env-0.0	-1.3437818	-0.9165917	5	0	5
T46	C1	cell-0	env-0.0	0.8495272	1.0202277	5	0	5
T46	C1	cell-0	env-0.0	-1.4652286	-1.1371656	5	0	5
T46	C1	cell-0	env-0.0	0.0118957999999999	0.2619499	5	0	5
T46	C1	cell-0	env-0.0	-2.4563934	-2.239035	5	0	5
T46	C1	cell-0	env-0.0	-2.7461899	-2.4650768	5	0	5
T46	C1	cell-0	env-0.0	-1.6797082	-1.3755984	5	0	5
T46	C1	cell-0	env-0.0	-0.930631	-0.6464735	5	0	5
T46	C1	cell-0	env-0.0	-3.0181336	-2.8453194	5	0	5
T46	C1	cell-0	env-0.0	-0.365066099999999	-0.0701030000000006	5	0	5
T46	C1	cell-0	env-0.0	-0.6059684	-0.3150038	5	0	5
T46	C1	cell-0	env-0.0	0.1427081	0.4122401	5	0	5
T46	C1	cell-0	env-0.0	-1.4050037	-1.0166459	5	0	5
T46	C1	cell-0	env-0.0	-0.7292183	-0.5627496	5	0	5
T46	C1	cell-0	env-0.0	-0.1216167	0.3063411	5	0	5
T46	C1	cell-0	env-0.0	0.5275798	0.8792389	5	0	5
T46	C1	cell-0	env-0.0	0.3365074	0.5048396	5	0	5
T46	C1	cell-0	env-0.0	-1.9597207	-1.7908081	6	1	0
T46	C1	cell-0	env-0.0	-1.9461921	-1.791096	6	1	0
T46	C1	cell-0	env-0.0	0.4788624	0.6606088	6	1	0
T46	C1	cell-0	env-0.0	-1.9688566	-1.6937965	6	1	0
T46	C1	cell-0	env-0.0	-1.2190515	-1.1628565	6	1	0
T46	C1	cell-0	env-0.0	1.1095047	1.3468318	6	1	0
T46	C1	cell-0	env-0.0	-0.4876798	-0.5458707	6	1	0
T46	C1	cell-0	env-0.0	0.4163148	0.6660234	6	1	0
T46	C1	cell-0	env-0.0	-1.6876658	-1.3815435	6	1	0
T46	C1	cell-0	env-0.0	-0.877343	-0.701562	6	1	0
T46	C1	cell-0	env-0.0	-0.6423814	-0.2036463	6	1	0
T46	C1	cell-0	env-0.0	-0.1023478	0.2205312	6	1	0
T46	C1	cell-0	env-0.0	-1.477275	-1.2166638	6	1	0
T46	C1	cell-0	env-0.0	0.3195226	0.5419439	6	1	0
T46	C1	cell-0	env-0.0	-0.7202944	-0.4836787	6	1	0
T46	C1	cell-0	env-0.0	0.2472858	0.5626129	6	1	0
T46	C1	cell-0	env-0.0	-1.4312965	-1.3671347	6	1	0
T46	C1	cell-0	env-0.0	-0.7581028	-0.355721	6	1	0
T46	C1	cell-0	env-0.0	-2.6475657	-2.3713642	6	1	0
T46	C1	cell-0	env-0.0	-0.7775565	-0.5136623	6	1	0
T46	C1	cell-0	env-0.0	-1.6103362	-1.4475815	7	1	1
T46	C1	cell-0	env-0.0	0.4699559	0.7749807	7	1	1
T46	C1	cell-0	env-0.0	-1.1153578	-0.8242399	7	1	1
T46	C1	cell-0	env-0.0	-0.7019368	-0.614601	7	1	1
T46	C1	cell-0	env-0.0	-1.1190867	-0.7251267	7	1	1
T46	C1	cell-0	env-0.0	0.9458488	1.261397	7	1	1
T46	C1	cell-0	env-0.0	0.7555101	0.8107775	7	1	1
T46	C1	cell-0	env-0.0	0.469781900000001	0.7260391	7	1	1
T46	C1	cell-0	env-0.0	-0.0641558	0.0974646	7	1	1
T46	C1	cell-0	env-0.0	-1.8586056	-1.5677515	7	1	1
T46	C1	cell-0	env-0.0	-3.1383568	-2.7650394	7	1	1
T46	C1	cell-0	env-0.0	-0.353582	0.2484343	7	1	1
T46	C1	cell-0	env-0.0	-0.667078	-0.2697413	7	1	1
T46	C1	cell-0	env-0.0	1.083109	1.4941058	7	1	1
T46	C1	cell-0	env-0.0	-0.5977649	-0.3270719	7	1	1
T46	C1	cell-0	env-0.0	-1.6611473	-1.2733756	7	1	1
T46	C1	cell-0	env-0.0	-1.289241	-1.1051444	7	1	1
T46	C1	cell-0	env-0.0	-0.8331127	-0.6463704	7	1	1
T46	C1	cell-0	env-0.0	-0.5304829	-0.2700775	7	1	1
T46	C1	cell-0	env-0.0	-0.7398668	-0.4761425	7	1	1
T46	C1	cell-0	env-0.0	-0.2922614	-0.00178180000000025	8	1	2
T46	C1	cell-0	env-0.0	-0.1590427	0.0141070999999992	8	1	2
T46	C1	cell-0	env-0.0	-1.1124472	-0.7195878	8	1	2
T46	C1	cell-0	env-0.0	-1.6967121	-1.5206406	8	1	2
T46	C1	cell-0	env-0.0	-0.9062769	-0.6334944	8	1	2
T46	C1	cell-0	env-0.0	-0.2111217	0.00606800000000007	8	1	2
T46	C1	cell-0	env-0.0	-2.6055885	-2.153227	8	1	2
T46	C1	cell-0	env-0.0	-0.550038	-0.151811	8	1	2
T46	C1	cell-0	env-0.0	0.6844509	0.955092100000001	8	1	2
T46	C1	cell-0	env-0.0	-2.1262629	-1.7407381	8	1	2
T46	C1	cell-0	env-0.0	-2.0201196	-1.6267224	8	1	2
T46	C1	cell-0	env-0.0	-2.5422421	-2.1687133	8	1	2
T46	C1	cell-0	env-0.0	-0.8008879	-0.6671286	8	1	2
T46	C1	cell-0	env-0.0	-0.2327088	0.127812000000001	8	1	2
T46	C1	cell-0	env-0.0	-0.5946558	-0.3075764	8	1	2
T46	C1	cell-0	env-0.0	-1.3235558	-1.1492083	8	1	2
T46	C1	cell-0	env-0.0	0.9724819	0.9974649	8	1	2
T46	C1	cell-0	env-0.0	-0.1349076	0.0893531	8	1	2
T46	C1	cell-0	env-0.0	-0.1950084	0.1807584	8	1	2
T46	C1	cell-0	env-0.0	-1.5641078	-1.3582654	8	1	2
T46	C1	cell-0	env-0.0	-0.9471067	-0.5587008	9	1	3
T46	C1	cell-0	env-0.0	-1.4917283	-1.1055145	9	1	3
T46	C1	cell-0	env-0.0	-2.0460211	-1.6115488	9	1	3
T46	C1	cell-0	env-0.0	-2.1564188	-1.7597938	9	1	3
T46	C1	cell-0	env-0.0	-2.1792889	-1.720468	9	1	3
T46	C1	cell-0	env-0.0	0.1851286	0.5864047	9	1	3
T46	C1	cell-0	env-0.0	-0.130373500000001	-0.0355846	9	1	3
T46	C1	cell-0	env-0.0	0.1327464	0.6091327	9	1	3
T46	C1	cell-0	env-0.0	-1.2817095	-1.0946906	9	1	3
T46	C1	cell-0	env-0.0	-0.0689472000000001	0.2743728	9	1	3
T46	C1	cell-0	env-0.0	-0.636063199999999	-0.2211668	9	1	3
T46	C1	cell-0	env-0.0	-0.9019239	-0.5019922	9	1	3
T46	C1	cell-0	env-0.0	0.0988194999999998	0.497400700000001	9	1	3
T46	C1	cell-0	env-0.0	-0.1414177	0.164583300000001	9	1	3
T46	C1	cell-0	env-0.0	-1.824757	-1.5259881	9	1	3
T46	C1	cell-0	env-0.0	0.0382538999999998	0.4877361	9	1	3
T46	C1	cell-0	env-0.0	-0.2022882	0.0904206000000001	9	1	3
